site_id,igbp_class,location_lat,location_long,n_years_nee,n_years_gpp,n_years_ter,n_years_le,n_years_h,nep_median,gpp_median,ter_median,et_median,h_median,nep_source,gpp_source,ter_source,gpp_partition,ter_partition,vut_frac_nee
CN-Dda,GRA,41.64397,110.33147,2,2,2,2,2,98.95080000000002,200.361,101.2585,227.64686591020404,33.4845,VUT,VUT,VUT,NT,NT,1
CN-Dan,GRA,30.4978,91.0664,5,5,5,5,5,204.421,485.852,233.97,536.3246321632653,34.8007,CUT,CUT,CUT,NT,NT,0
CN-DaW,WET,30.4691,91.0624,2,2,2,2,2,157.5001,682.2045,521.756,693.8447145795918,32.44495,CUT,CUT,CUT,NT,NT,0
CN-BeO,MF,40.02621,116.39143,9,9,9,9,9,28.2106,1498.9,1452.89,427.3246817632653,19.9038,VUT,VUT,VUT,NT,NT,1
CN-Ash,EBF,24.53806,101.02917,11,10,10,11,11,1373.68,1769.735,399.1605,704.7533396571429,24.7428,VUT,VUT,VUT,NT,NT,1
CN-Aro,GRA,38.04734,100.46432,11,10,9,11,11,422.007,781.4915000000001,329.289,539.088820310204,24.1978,VUT,VUT,VUT,NT,NT,1
NZ-BFm,GRA,-43.593528,171.929611,2,2,2,2,2,416.065,2400.78,1992.81,742.6836427591836,-2.0785739999999997,VUT,VUT,VUT,NT,NT,1
AU-Fog,GRA,-12.5452,131.3072,1,1,1,1,1,483.152,936.336,539.735,1206.385220865306,33.0141,VUT,VUT,VUT,DT,DT,1
AU-Rgf,CVM,-32.506102,116.966827,5,5,5,5,5,24.6967,376.603,336.25,332.16756920816323,48.311,VUT,VUT,VUT,NT,NT,1
AU-Dry,WSA,-15.2588,132.3706,7,7,7,8,8,402.096,1248.36,903.965,768.8159116897959,58.682,VUT,VUT,VUT,NT,NT,1
NZ-BFu,GRA,-43.591833,171.926833,1,1,1,1,1,-187.882,1093.19,1317.06,570.4068401632652,22.4233,VUT,VUT,VUT,NT,NT,1
AU-Wgt,GRA,-42.09139,147.07944,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AU-APL,WET,-36.862222,147.320833,4,4,4,4,4,375.355,1506.915,1143.1599999999999,588.3399293877551,18.72925,VUT,VUT,VUT,NT,NT,1
AU-Col,EBF,-33.42,116.237,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AU-Ctr,EBF,-16.103219,145.446922,6,6,6,7,7,-93.7203,2735.325,2747.135,1258.5016312163266,5.31769,VUT,VUT,VUT,DT,DT,1
AU-Gin,EBF,-31.376351,115.71377,11,11,11,11,11,412.189,1304.6,913.711,571.6781606204081,68.6465,VUT,VUT,VUT,NT,NT,1
NZ-ADw,GRA,-43.64935,172.34952,6,6,6,6,6,160.641,2043.3449999999998,1914.465,643.5380359836735,5.52651,VUT,VUT,VUT,NT,NT,1
NZ-Kop,WET,-37.387875,175.55389,4,4,4,4,4,249.7235,804.107,557.451,561.0767391183674,42.9206,VUT,VUT,VUT,NT,NT,1
AU-GWW,EBF,-30.1914,120.65417,10,10,10,11,11,162.475,490.60450000000003,335.83349999999996,240.8540435265306,74.5116,VUT,VUT,VUT,NT,NT,1
NZ-Lau,GRA,-45.038904,169.681109,6,6,6,6,6,41.19775,1700.98,1615.085,625.9932984489795,11.23575,VUT,VUT,VUT,NT,NT,1
AU-Lit,WSA,-13.17904,130.79455,5,5,5,6,6,423.202,1630.46,1313.82,1104.3665844244897,36.25205,VUT,VUT,VUT,NT,NT,1
AU-Emr,GRA,-23.85872,148.4746,2,2,2,2,2,-51.4578,467.991,518.6075,390.78033693061224,57.8574,VUT,VUT,VUT,NT,NT,1
AU-How,WSA,-12.4952,131.15005,18,18,18,19,19,721.889,2152,1338.875,1130.0415901714287,43.4662,VUT,VUT,VUT,NT,NT,1
AU-Rob,EBF,-17.11746943,145.6301375,11,11,11,11,11,922.97,2657.49,1920.3,983.4597583346937,29.0255,VUT,VUT,VUT,DT,DT,1
AU-Sno,EBF,-36.375649,148.43585,1,1,1,1,1,351.886,2177.97,1870.46,784.2037838693877,51.729,VUT,VUT,VUT,NT,NT,1
AU-DaS,WSA,-14.1592,131.3881,13,12,12,14,14,415.405,1666.205,1279.545,924.5829372244899,48.7532,VUT,VUT,VUT,NT,NT,1
AU-Whr,EBF,-36.6732,145.0294,6,6,6,7,7,363.09799999999996,1338.415,966.5185,511.54354373877555,58.1443,VUT,VUT,VUT,NT,NT,1
AU-Wom,EBF,-37.422506,144.094046,4,4,4,7,7,1324.0149999999999,2559.39,1239.295,853.2260513632652,25.7955,VUT,VUT,VUT,NT,NT,1
AU-Tum,EBF,-35.6566,148.1516,3,3,3,16,16,613.722,3213.2,2417.15,827.7874056,31.8585,CUT,CUT,CUT,NT,NT,0
AU-Cpr,WSA,-34.0027,140.5877,13,13,13,14,14,209.868,467.953,260.307,214.58266354285712,61.9516,VUT,VUT,VUT,NT,NT,1
NZ-ADd,GRA,-43.64405,172.35465,4,4,4,4,4,145.32695,1522.775,1466.015,546.2079572571429,16.7786,VUT,VUT,VUT,NT,NT,1
AU-Ya1,GRA,-33.613469,150.734864,2,2,2,2,2,41.633900000000004,1237.63,1166.7595000000001,532.145504277551,32.9049,VUT,VUT,VUT,NT,NT,1
AU-MvA,CRO,-30.543,150.02,1,1,1,1,1,-147.123,407.25,536.803,448.1617142204081,50.4363,VUT,VUT,VUT,NT,NT,1
AU-Ync,GRA,-34.9878,146.2908,9,9,9,10,11,50.2008,373.429,317.487,372.8459596408163,54.7413,VUT,VUT,VUT,NT,NT,1
AU-MvB,CRO,-30.697,150.09,1,1,1,1,1,946.365,2342.58,1372.3,950.3822412734694,20.8635,VUT,VUT,VUT,NT,NT,1
AU-Rig,GRA,-36.6499,145.5759,5,5,5,5,5,159.345,1083.89,845.418,474.6056949551021,37.2789,VUT,VUT,VUT,NT,NT,1
AU-Wrr,EBF,-43.09502,146.65452,1,1,1,2,2,111.613,2880.02,2768.78,599.235673812245,9.338635,VUT,VUT,VUT,NT,NT,1
AU-Wac,EBF,-37.4259,145.1878,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NZ-Oxf,GRA,-43.2609,172.21588,5,5,5,5,5,168.14,1748.85,1572.15,600.9288356571428,11.9107,VUT,VUT,VUT,NT,NT,1
AU-Cum,EBF,-33.615278000000004,150.723611,12,12,12,12,12,373.3455,1956.8200000000002,1560.9050000000002,706.363421289796,42.997299999999996,VUT,VUT,VUT,NT,NT,1
AU-TTE,SAV,-22.287,133.64,8,8,8,8,8,-6.227795,292.64549999999997,287.8335,301.84007157551014,77.79165,CUT,CUT,CUT,NT,NT,0
AU-Otw,GRA,-38.525,142.81,2,2,2,3,3,209.925,2025.96,1818.455,645.0953069387755,22.1424,VUT,VUT,VUT,NT,NT,1
AU-Wel,GRA,-32.5727,148.9843,2,2,2,2,2,341.847,1645.0749999999998,1297.245,628.5378714612245,37.4573,VUT,VUT,VUT,NT,NT,1
AU-Cow,EBF,-16.238189,145.42715,13,13,13,13,13,819.788,2043.96,1359.35,986.5897570285715,7.72115,VUT,VUT,VUT,DT,DT,1
NZ-Cla,GRA,-43.78628,171.59558,2,2,2,2,2,223.31,2650.6400000000003,2416.6800000000003,800.0463431020407,3.7337949999999998,VUT,VUT,VUT,NT,NT,1
AU-RDF,WSA,-14.563639,132.477567,1,1,1,1,1,-287.393,656.558,1010.03,655.8841419428571,62.1939,VUT,VUT,VUT,NT,NT,1
AU-Stp,GRA,-17.1507,133.3502,11,10,10,13,13,98.6597,414.9575,375.0045,498.9436889142857,63.9329,VUT,VUT,VUT,NT,NT,1
AU-Sam,GRA,-27.38806,152.87778,6,6,6,6,6,116.56809999999999,1705.97,1563.955,664.6906444408163,35.2265,VUT,VUT,VUT,NT,NT,1
AU-Lox,DBF,-34.47035,140.65512,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AU-Ya2,GRA,-33.620812,150.763284,2,2,2,2,2,97.87719999999999,1414.135,1308.275,638.8984247510205,23.52285,VUT,VUT,VUT,NT,NT,1
AU-Sil,GRA,-42.090556,147.0875,5,5,5,5,5,33.1007,1392.12,1343.55,513.1072550204083,15.5698,VUT,VUT,VUT,NT,NT,1
AU-Ade,WSA,-13.0769,131.1178,1,1,1,1,1,282.266,1436.22,1140.64,1001.6420881959183,54.9192,VUT,VUT,VUT,NT,NT,1
AU-Lon,GRA,-23.52327,144.31042,3,3,3,3,3,12.7076,199.781,273.904,292.9794703346939,68.1565,VUT,VUT,VUT,NT,NT,1
NZ-ScF,GRA,-37.46,175.22,4,4,4,4,4,249.8475,2117.48,1788.76,752.0826552979591,12.305250000000001,VUT,VUT,VUT,NT,NT,1
AU-Boy,EBF,-32.477093000000004,116.938559,6,6,6,6,6,432.6295,1295.04,867.5575,399.1765906285714,73.19579999999999,VUT,VUT,VUT,NT,NT,1
AU-Fle,WSA,-19.887285,146.189138,3,3,3,3,3,422.542,1390.15,952.373,596.2608869877552,75.6444,VUT,VUT,VUT,NT,NT,1
AU-ASM,SAV,-22.283,133.249,11,11,11,11,11,48.0011,306.898,248.574,247.6022176653061,84.0549,VUT,VUT,VUT,NT,NT,1
AU-DaP,GRA,-14.0633,131.3181,4,4,4,4,4,219.843,1323.97,1096.7350000000001,739.4029404244898,53.1007,VUT,VUT,VUT,NT,NT,1
